id,name,description,count_members,count_posts,count_members
43681837,Кофейня 6-ки МФТИ,"Кофейня 6-ки – это уютное и атмосферное место, где вы можете отдохнуть и насладиться горячим ароматным кофе.<br><br>Кофейня была создана в 6-ом общежитии много лет назад, с тех пор она не раз открывалась и закрывалась. Однако с 2014 года был полностью изменен формат работы. Дружная команда бариста сумела вдохнуть в кофейню новую жизнь: были переорганизованы пространство, график и формат работы.<br><br>       МЕНЮ:<br><br>● кофе   <br>● чай<br>● напитки<br>● десерты<br><br>       АТМОСФЕРА: <br><br>● Instawall   <br>(стена с изображениями из вашего Instargam, выложенными с хэштегом #wallcoffeemipt)<br>● выставки  <br>(в этом учебном году мы организуем пространство под выставки ваших работ: фотографий, иллюстраций)<br>● приятная музыка<br>● настольные игры<br><br>       АКТИВНОСТЬ:<br><br>● вечера живой музыки<br>● кинопоказы<br>● тематические вечеринки<br><br>     Instagram: instagram.com/coffeemipt",893,175,1
71917089,Потеряно на Физтехе,Дорогие друзья! Пример заполнения объявлений:<br><br>- Потерян #Зорич #матан там-то тогда-то<br><br>- + #mipt_lose - обязательно<br><br>- не забывайте указывать ваш библиотечный номер<br><br>- картинка книги или вещи привлекает внимание :),828,622,1
11824706,ЗФТШ МФТИ,"Заочная физико-техническая школа МФТИ (ГУ) —  федеральное государственное бюджетное образовательное учреждение дополнительного образования детей. Краткое название: ЗФТШ.<br><br>Данная группа является навигатором по всем группам ФЗФТШ, ЗФТШ и ВФТШ в ВКонтакте.ру.",815,622,1
57839270,Поток,"Поток – студенческий портал, предназначенный для физтехов и людей, интересующихся жизнью МФТИ. Здесь вы всегда можете прочитать свежие новости, а также получить актуальную информацию о сообществах и организациях Физтеха.",788,226,1
45698612,Студсовет ФИВТ,,765,557,1
80822444,Концертный зал МФТИ,"Концертный зал МФТИ: информация и приглашения на мероприятия, которые проходят в КЗ МФТИ",759,20,1
58007246,ПроУлочки – городская игра для детей от 8 до ∞,"ПроУлочки –<br>это городская игра для детей от 8 до ∞:<br>нечто среднее между ориентированием, квестом, олимпиадой и «Что? Где? Когда?».<br><br>Зачем мы проводим эту игру? Очень просто! Многие из нас не большие любители городов, многие при каждом удобном случае уходят в леса и горы. Но большую часть времени мы, всё-таки, проводим в мегаполисах и поэтому нам нравится отыскивать и в каменных джунглях по-настоящему красивые и интересные места.<br><br>А ещё нам нравится придумывать красивые и интересные загадки. А ещё нам нравится собирать вместе красивых и интересных людей!<br><br>В процессе игры участникам могут пригодиться самые разные знания, но, как правило, не краеведческие. Мы любим развлекаться со словами и числами, уважаем математику и биологию, не забываем про химию и физику, чтим литературу и музыку. Никакие специальные знания для нашей игры не нужны, всё, что может оказаться полезным – заведомо укладывается в рамки школьной программы.<br><br>В то же время, мы очень любим задачки на сообразительность, на «выход из плоскости», и прежде всего потому, что с такими заданиями многие дети справляются быстрее взрослых.<br><br>Хотите весело и с пользой провести весенний день, гуляя по красивым уголкам Москвы и разминая головной мозг? Тогда приходите к нам на следующую игру 3 апреля 2016 года. Готовьтесь и следите за новостями!<br><br>Проект представлен научно-героическим обществом «Агу-Агу».",725,119,1
67891871,Волонтеры МФТИ,"Нас объединяет желание делать мир лучше, помогать людям и развиваться самим, путешествовать и помогать, творить и созидать - приносить в этот мир добро и частичку себя.<br><br>Все, кто хотя бы раз принимал участие в волонтерских проектах, знают, насколько позитивны волонтеры. Вместе с ними заражаемся желанием созидать прекрасное. Заряд бодрости и чувство при совершении хороших дел всегда помогают идти бодрым шагом по жизни:)<br><br>Мы советуем тебе не терять времени и начать уже сегодня! Приглашаем тебя в нашу команду - заполняй простую форму и  будь в курсе всех волонтерских проектов, реализуемых в МФТИ и за его пределами. У тебя появится шанс найти новых друзей и знакомых не только с Физтеха, но и из других стран.<br><br>Тебя ждут поездки в детские дома, где ты сможешь подарить частичку себя нуждающимся в любви и ласке детям.<br>Летом можно поехать вожатым в детский лагерь  или в заграничный проект.<br>Не упустите возможность поздравить наших любимых ветеранов с праздником Дня Победы!<br>А также, те, у кого безграничное количество доброты, смогут поучаствовать в помощи приютам для животных.",700,224,1
45280424,Игры со словами,"Сообщество самых разных людей, любящих интеллектуальные игры со словами: игру в шляпу, банальности и самое-самое разное ещё.<br><br>Здесь мы будем писать об организуемых нами и нашими друзьями играх в эту и другие близкие игры.",678,105,1
738820,ШУМСКИЕ  всех стран - ОБЪЕДИНЯЙТЕСЬ!!! ))) КОНТАКТирующие к нам ПРИСОЕДИНЯЙТЕСЬ!!! :-),Шшшшшш................,660,105,1
7826394,Комбинаторика и алгоритмы для школьников,"Эта группа создана для того, чтобы нам было проще сообщать всем желающим обо всех наших мероприятиях, связанных с комбинаторной математикой - кружках, выездных школах и так далее, а вам было проще обо всём этом узнавать.<br><br>О том, кто мы такие, можно почитать на страничке http://combalg.ru/.",618,59,1
56845766,Реальный Долгопрудный,Сообщество города Долгопрудный,607,628,1
50727681,Равно,Всё. <br>Равно.,592,327,1
7889717,Абитуриенты ФИВТ МФТИ,"Факультет инноваций и высоких технологий МФТИ - один из лидеров современного IT-образования. На факультете осуществляется глубокая подготовка в области программирования, Computer Science и дискретной математики.  Важной особенностью, выделяющей ФИВТ МФТИ среди факультетов других ВУЗов, ориентированных на математику, является углубленное изучение тех чисто математических предметов, которые важны для IT. Такое сочетание самой современной математики и программирования, напрямую востребовано крупнейшими отечественными IT-компаниями: Яндекс, ABBYY, 1С, на базе которых осуществляется работа кафедр факультета. <br><br>Просим обратить внимание на то, что информация, предоставляющаяся в группе, не является официальной. Некоторые данные могут быть ошибочными или неактуальными.",515,389,1
80749489,inter oves locum praesta,,490,509,1
51769045,MIPT Live,Сообщество музыкантов физтеха и не только. Говорить о музыке — все равно что танцевать об архитектуре. Но мы постараемся.,473,325,1
62841756,Я.Junior,"Привет! <br><br>Мы создали эту группу для старшеклассников и младшекурсников, которым интересны такие темы как высокая наука, крутое программирование, новые технологии, умные разговоры.<br><br>А ещё мы очень любим компанию Яндекс, в которой мы когда-то работали. Поэтому не удивляйтесь, что мы так много ссылок даём на различные образовательные проекты компании! :)",433,168,1
8736656,Православие в МФТИ,"""Sapere aude! Credere aude!""<br>Дерзай понимать! Дерзай верить!<br><br>В МФТИ существует студенческое православное общество (далее СПО в МФТИ). Кураторами являются  священники из храма Преображения Господня (ближайший храм к МФТИ, рядом с ДК): иерей Иоанн Слобжин (ответственный в Долгопрудненском благочинии по делам молодёжи), иерей Вячеслав Осипов (выпускник МИФИ):<br>Наши контакты:<br>pravoslavie@phystech.edu<br>1) Каждую неделю проходит евангельский кружок, на котором мы читаем и обсуждаем отрывок из Евангелия, при наличии времени смотрим толкование православных Святых Отцов, потом пьем чай и общаемся. Иногда к нам приходят православные священнослужители, обычно из храма Преображения Господня г. Долгопрудный. <br>Он проходит по четвергам, общежитие № 9, комната 135 (3-ий подъезд, 3 этаж) в 20:30.<br>Тем, кто не является студентом МФТИ стоит взять паспорт.<br>2) В 7-510 находится студенческая православная библиотека, любой желающий может там взять почитать любую книгу и/или бесплатно получить Евангелие*:<br>3)** По 2-3 раза каждый семестр СПО в МФТИ проводит поездки по культурно-историческим местам Москвы и Московской области, а в каникулы и в другие регионы:<br>4) Также СПО в МФТИ проводит сбор вещей для детских домов и малообеспеченных семей, если у кого-то из вас есть ненужные книги, игрушки, одежда, компьютеры, обращайтесь к Диме Алексееву 8 965 135-15-97:<br>5) СПО в МФТИ следит, чтобы в МФТИ не проникали секты и прочие деструктивные движения, по этим проблемам тоже обращайтесь к нам:<br>6)*** СПО в МФТИ периодически проводит открытые лекции известных богословов:<br>7) Также СПО в МФТИ отмечает православные праздники с шашлыками в берёзовой роще (конечно, не вместо богослужений, а после) и чаепитиями в общежитии:<br>На вышеперечисленные направления приглашаем всех желающих, православных и интересующихся:<br> <br>* Евангелие это не протестантская, а православно-христианская литература, существующая и сохраняющаяся неискажённым образом в Православной Церкви 2000 лет, а протестантские церкви возникли после XVI века и стали произвольно и своевольно распространять и толковать книгу, к которой они не имеют никакого отношения (Библия, в том числе и Евангелие).<br>** Пока решается вопрос с финансированием, экскурсии временно не проводятся. С осени возобновляются.<br>*** В связи с позицией руководства МФТИ, лекций в настоящее время нет.",406,296,1
4291990,Переславль. Игры за лесом,"Здесь обсуждаются зимние фестивали и летние лагеря ""Игры за лесом"" в Переславле-Залесском.",320,18,1
52521369,Что? Где? Когда? на Физтехе,ЧГК в МФТИ и Долгопрудном.,318,198,1
77545336,"ГБОУ Лицей №1828 ""Сабурово""","Страница ГБОУ Лицей №1828 ""Сабурово""<br><br>Чтобы в группе была приятная атмосфера, давайте соблюдать определенные правила:<br>НЕТ! Рекламе.<br>НЕТ! Спаму.<br>НЕТ! Брани (любой)<br>ДА! Креативу (если не противоречит трём НЕТ) <br>ДА! #1828<br>ДА! 👍 (❤ ) и репост<br><br>Надеемся на вашу активность в деятельности группы, адекватность и на позитивный настрой😉<br><br>Ссылки: <br>http://netschool.saburovo1828.ru/<br>http://moodle.saburovo1828.ru/<br>http://www.saburovo1828.ru/ - Официальный сайт ГБОУ ЦО №1828 ""Сабурово""<br>http://s-museum.ru/ - Сайт школьного музея декоративно-прикладного искусства имени заслуженного учителя РФ Г.А.Величкиной и Детской Академии.<br>http://gallery.saburovo1828.ru/ - Фотоальбом школьных событий. Содержит около 5,5 тыс. фотографий за разные учебные годы.<br>http://vov.saburovo1828.ru/- музей Великой Отечественной войны.<br>http://www.saburovo1828.ru/informer/timetable/school/Index.html - Расписание учебных занятий.",296,67,1
66876477,Чгкач,"Отправить сообщение можно здесь:<br><br>ask.fm/Chgkl0ve<br><br>Это анонимно :)<br><br>---<br>если вдруг кто не понимает, каменты от имени сообщества присланы анонимными подписчиками. сообщения от администрации обычно подписаны символами ""---""<br><br>длинные истории присылайте ссылками на пасты (https://www.google.com/search?q=text+hosting)<br><br>мы не приветствуем несмешные анонимные оскорбления, поэтому при публикации они будут заменены на анонимное обожание. желающие кого-то несмешно оскорбить могут воспользоваться для этого собственным аккаунтом.",217,933,1
75332831,2 курс ФИВТ,Курс набора 2014 года.,186,933,1
43518527,Киллер 2-ка,,157,189,1
88890575,Усердствующий MIPT,,154,51,1
75060577,Матфак ВШЭ 2014-2018,,146,435,1
86782364,Тайно влюбленный,"Официальная группа сервиса ""Тайно влюбленный""",137,18,1
82248287,Начни неделю с Александром Дунайкиным,"Все мы стали слишком заняты. Будни, выходные — все слипается в один ком из бешеного темпа и нескончаемых обязанностей. Каждому нужна доза мотивации, чтобы встать в понедельник утром с кровати и продолжать жить. Мы нашли этот дозатор. Хотя нет, он всегда был под нашим носом. Точнее, наоборот. В общем, представляем вам «Дунайкин Викли».",137,31,1
89044107,Восьмой открытый кубок Москвы по игре в шляпу,"Готовы проверить, насколько хорошо вы понимаете друг друга, и насколько любите родной язык?<br><br>В воскресенье 26 апреля у вас снова будет такая возможность.<br>Приходите участвовать в открытом кубке Москвы по игре в шляпу!<br><br>О том, что это за игра, читайте здесь: http://thehat.ru/about/<br><br>Регистрация на кубок откроется 26 марта. Постепенно появятся и другие подробности.",121,14,1
83976707,IX Кубок Физтеха по интеллектуальным играм,"В рамках Кубка знатоки сыграют в ""Что? Где? Когда?"", ""Эрудит-квартет"", ""Тройку"" и интеллектуальное многоборье.<br>Подать заявку можно по адресу chgk.mipt@gmail.com, указав в ней название команды, город базирования, ФИО капитана и контактный электронный адрес.<br><br>Не забывайте, что принимать участие могут только игроки, родившиеся не ранее 01.09.1991!",119,34,1
1212799,Детская Академия Русской Культуры,"Детская Академия Русской культуры - это название объединяет разных людей, разных возрастов,  разных профессий, но единых по духу! Участники данной группы, люди которые любят свою Родину, путешествовали или путешествуют, изучают культуру России, дружат и общаются под флагом организации ""Детская Академия русской культуры"".",97,32,1
24680221,Актив ФИВТ,,79,32,1
38158232,Всероссийская Олимпиада по русскому языку - 2012. Брянск,"Эта группа для всех, кто ездил в 2012 году в Брянск на Всеросс по русскому языку. У кого она осталась в сердцах и долго будет там жить. От лица оргкомитета - выражаем всем огромную благодарность и будем вас вспоминать и ждать в гости.",72,0,1
88940510,Финал олимпиады музеев 2015,"25 апреля планируется вывести 3000 школьников с родителями на городскую интеллектуальную игру в районе Замосковоречья.<br>Будет много детей, улыбок, рыжего цвета, шариков и хорошего настроения!<br>Ждем много-много-много хороших людей!<br><br>Нужно будет: <br>регистрировать и выдавать материалы участникам<br>стартовать команды<br>отвечать на вопросы<br>надувать 5000 шариков<br>финишировать участников<br>проверять работы<br>фотографировать<br>судить честность на дистанции<br>набивать результаты<br><br>И улыбаться и радоваться празднику!",71,11,1
63723416,Команда активистов ФИВТ,,70,11,1
90781954,ФИЗТЕХ-ПЕСНЯ. Концерт памяти А.Козленко,"Суббота, 4 апреля 2015 года, 17.00.<br>«ФИЗТЕХ-ПЕСНЯ». <br>Концерт «ветеранов» и гостей.<br><br>Концерт посвящен памяти Андрея Козленко — многолетнего исполнителя «Традчасти Физтех-песни», участника легендарного физтеховского коллектива авторской песни «Гони-М», долгое время выступавшего на физтеховской (и не только) сцене. В концерте примут участие друзья Андрея, авторы-исполнители песен, выпускники и не выпускники Физтеха: Андрей БРЫЗГАЛОВ, Владимир ЗАХАРОВ, Сергей и Лариса КОНЕВСКИХ, Ксения и Лев КУЗНЕЦОВЫ, Сергей<br>САВЕЛЬЕВ и Людмила МОРОЗОВА, Павел АКСЁНОВ и Андрей ХРИПУНОВ, Людмила ШМАЛЬКО, Борис ЛЕНАРСКИЙ, Борис НАДЕЖДИН, Максим ПУШКОВ, Алексей РОЗАНОВ, Владимир УРАЛОВ, Юрий ШМАЛЬКО, Ян МАЛАШКО, группа «Мозаика» и коллектив «Гони-М».<br><br>Автор конферанса — Александр Кондратьев (СТЭМ ФОПФ, «Паноптикум»). <br><br>ВХОД СВОБОДНЫЙ.",68,1,1
58011153,"ПроУлочки, Дом 2",Всем привет!<br>Наша следующая игра состоится в воскресенье 6 октября. Регистрируйтесь и приходите! Ждём!,46,14,1
81581641,Креков позвонит,Самые интимные и сокровенные подробности из жизни студентов 1 курса математического факультета НИУ ВШЭ. Мгновенно. Эксклюзивно. Из первых уст.,44,28,1
67873927,"ПроУлочки, Дом 4",Всем привет!<br>Наша следующая игра состоится в воскресенье 6 апреля. Регистрируйтесь и приходите! Ждём!,40,12,1
72953189,IOL-2014 и все последующие,"Я тут начала понемногу думать над тем, какие советы мне хочется дать команде Петербурга и окрестностей в этом году, и поняла, что эти самые советы могут быть интересны и полезны кому-то ещё. И что есть и другие люди, которые могут что-то ценное посоветовать. В общем, если вы принадлежите хотя бы к одной из этих двух групп, присоединяйтесь. (К.Ш.)",39,1,1
72207756,10Д 57 школа,,37,5,1
73144486,Выпускной концерт,"Дорогие, всех приглашаем на выпускной концерт одиннадцатых классов! В этом году концерта будет целых 3 — группы Ивана Шанина, доброго союза поющих математиков (не знаю, почему я их так назвал) и группы, состоящей из Сони Кабановой, Саши Ереминой, Вани Шлоссера, Левы Никольского, Паши Пылаева и Миши Грабарника.<br><br>Предположительно, мы начнем в 2 часа ночи (как вы понимаете, концерт будет проходить с пятницы на субботу) в актовом или спортивном зале. Но приходите раньше, чтобы посмотреть капустники. К сожалению, из-за возникших проблем с деревянными перекрытиями в нашей старой доброй школе, пока еще неизвестно, где все мы будем выступать. <br><br>Мы будем рады видеть всех вас, приглашайте друзей, делайте репост и ставьте лайк! <br><br>Добра!",36,3,1
90552140,Проектное волонтёрство МФТИ,"Проектное волонтёрство- это широкий круг деятельности, включающий в себя всевозможную помощь на мероприятиях, чаще всего: содействие в организации, курирование или временная помощь участникам проектов.<br><br> В общем, это хорошая возможность разбавить свою жизнь новыми эмоциями и познакомиться с интересными людьми =)",34,7,1
69750585,"ПроУлочки, Дом 5",Всем привет!<br>Наша следующая игра состоится в воскресенье 5 октября. Приходите! Ждём!,34,7,1
33704910,Д-2014,,33,12,1
88361635,"ПроУлочки, Дом 7",Всем привет!<br>Игра состоится в воскресенье 29 марта. Приходите! Ждём!,31,4,1
92169561,Делаем шляпу 8,Привет всем!<br><br>У нас без больших новостей.<br>В пятницу 24 апреля в школе – обсуждаем правила и всё-всё режем с 19:00.<br>В субботу 25 апреля в школе – обсуждаем правила и готовим парты-плакаты с 19:00 же.<br>Ещё можно придумать новых клёвых призов!,28,4,1
7322395,112 фм. Красавчики :),Мы лучшие. Вопросы есть? :),27,4,1
76510559,ФИВТ 1 курс 499,,25,4,1
55381990,Летнее «Что? Где? Когда?» в Пятнице 8 июля,"После каникул на время сессий интеллектуальные игры возвращаются в «Пятницу»! Прямо на крышу.<br><br>Приглашаем всех желающих размять мозги и учиться работать в команде. Мы поиграем вопросы последнего чемпионата России среди школьников: так что можно не ждать в ответах Мондрианов, кенотафы и уроборосов.<br>Даже вопросы, касающиеся чукотской поэзии и филиппинских загадок, не потребуют от вас запредельных знаний.<br><br>Собирайте команды, регистрируйтесь в теме чуть ниже и приходите!<br>Регистрация команд – с 19:30, первый вопрос планируем задать в 19:45. Сыграем три тура по 14 вопросов.<br><br>Будет действовать обычный наш тариф (2 руб/мин первый час, 1 руб/мин дальше). Чай-кофе-печеньки – как всегда, бесплатно. Подробнее о месте игры: http://vk.com/fridaytc<br><br>У кого нет команды – тоже отмечайтесь в теме ниже. Время найти других желающих ещё есть.",22,2,1
74635421,Сила хуйца,,19,15,1
89855789,Морской бой по-физтеховски,,18,15,1
70340468,Естественно-научное ЧГК в Зелёной двери,"Привет!<br><br>В предпраздничный день мы поиграем тематический турнир, посвящённый естественным наукам. Анонс от редакторов:<br><br>В марте этого года исполняется 290 лет со дня образования Российской Академии Наук. В этой связи мы хотим предложить для отыгрыша тематический асинхрон о науке, ученых, научной и даже околонаучной жизни.<br><br>Специальных знаний каких-либо сугубо научных понятий и формул не требуется.Турнир рассчитан на самую широкую аудиторию.  <br><br>В «Зелёной двери» будет действовать обычный тариф (2 руб/мин первый час, 1 руб/мин дальше), плюс авторы вопросов собирают по 6 долларов с команды (или по курсу на день игры в рублях). Чай-кофе-печеньки (много печенек и конфет!) – бесплатно. Подробнее о месте игры: http://vk.com/zdver<br>Регистрация в новом, большом зале – с 19:30, первый вопрос планируем задать в 19:50. Закончится всё около 22:15. Сыграем 3 тура по 12 вопросов. Вместимость зала – 9 команд.<br><br>Собирайте команды (максимум 6 человек), регистрируйтесь в теме чуть ниже и приходите!<br><br>У кого нет команды – тоже отмечайтесь в теме ниже. Время найти других желающих ещё есть.<br><br>Картинка взята отсюда: http://xkcd.com/435/",17,3,1
50352097,Музыкальное Что-Где-Когда в «Пятнице»,"В четверг 7 марта мы снова соберёмся, чтобы отвечать на вопросы.<br>На этот раз нас ждёт мультимедийный пакет «Трели Тролля» от Новороссийского клуба интеллектуальных игр. Если вы мечтали о вопросах со звуковой дорожкой, этот пакет - и для вас! Обещают также чёрный ящик.<br><br>Начнём немного позже обычного: регистрация с 20:00, начало игры в 20:15. 37 вопросов. <br><br>Регистрируйтесь в теме чуть ниже и приходите! Планируем снова вместить 8 команд.<br><br>Участие в турнире бесплатное, оплата пребывания в «Пятнице» – по льготному тарифу (2 руб/мин первый час, 1 руб/мин дальше).<br><br>Подробности о турнире: http://chgk.livejournal.com/2346059.html",15,7,1
74641739,ПостПостПостолимпиадник,Оппозиционируй. Властвуй. ТО скатился.,14,23,1
69563328,Экологическое Что-Где-Когда в Зелёной двери,"Привет!<br><br>В ближайший понедельник 14 апреля давайте снова посоревнуемся, кто умеет лучше других обсуждать хитроумные вопросы вместе с друзьями и находить единственно правильный ответ на самые разные вопросы!<br><br>На этот раз это традиционный турнир на экологическую тематику «Зелёная сова».<br><br>В «Зелёной двери» будет действовать обычный тариф (2 руб/мин первый час, 1 руб/мин дальше), никаких доплат за участие нет. Чай-кофе-печеньки (много печенек и конфет!) – бесплатно. Подробнее о месте игры: http://vk.com/zdver<br>Регистрация в новом, большом зале – с 19:30, первый вопрос планируем задать в 19:50. Закончится всё около 22:15.<br><br>Собирайте команды (максимум 6 человек), регистрируйтесь в теме чуть ниже и приходите!<br><br>У кого нет команды – тоже отмечайтесь в теме ниже. Время найти других желающих ещё есть.<br><br>Сложность – традиционно невысокая, но в этом году, как выяснилось при тестировании, пакет будет сложнее, чем обычно. Так что, возможно, он окажется интересным с игровой точкой зрения и серьезным командам.<br><br>А с фактологической точки зрения он, на наш взгляд, будет интересен практически любым игрокам.<br>Следуя принципу «лучше один раз увидеть, чем несколько раз услышать в вопросе ЧГК», авторы снабдили почти все ответы иллюстрациями.<br>Ещё подробности о турнире: http://ru-chgk.livejournal.com/1271756.html",14,5,1
91560013,"АНТИВШЭ, АНТИМИНОБРАЗ","В эту группу добавляются те, кому не безразлично будущее России, кто понимает, что ВШЭ и МинОбраз всегда при всём своём существовании будут пытаться делать из нас зомби и уродов! Не допустим этого!!!",13,56,1
41474984,Естественно-научное что-где-когда в воскресенье,"Вы тоже почему-то в Москве? Давайте вместе бороться с жарой воскресным вечером!<br><br>И поиграем в Что-Где-Когда в приятной, недавно открывшейся кофейне http://vk.com/caffe_diemme – как они утверждают, с действительно хорошим кофе. Тут я не специалист: а вот холодные лимонады мне понравились. И всего в минуте от Серпуховской или Добрынинской.<br><br>Для разнообразия, в этот раз будет пакет на естественно-научные темы, никакой литературы: организаторы обещают, что далеко за пределы школьной программы никаких знаний не потребуется.<br>Подробности о турнире: http://chgk.livejournal.com/2201485.html<br><br>Плюс предусмотрен молодёжный зачёт (для команд, в которых все игроки – не старше 24 лет). Для них и участие будет стоить 90 рублей (для взрослых команд – 180 рублей). Больше никаких обязательных платежей нет, сколько наедите в кафе – столько и платите ему.<br><br>На первый раз мы ограничимся 6-7 командами, регистрируйтесь прямо на стене, указав название команды. До встречи, и зовите друзей!<br><br>42 вопроса, начать постараемся в 19:05, приходите немножко раньше.",12,4,1
79860562,Всегда по-разному,"Однажды мне надоело находить ко всем вам индивидуальный подход, и появилась эта группа, в которой вы сами отмечаетесь, если хотите сыграть, а также сами предлагаете, куда можно сходить",12,69,1
9201285,[7-2 Навсегда останется Лучшим из Лучших],мы самый крутой класс!!!)),11,69,1
79804506,Трэш-Что-Где-Когда в Зелёной двери,"Каждые два года мы собираемся и играем специальный пакет трэш-вопросов.<br>Давайте с нами!<br><br>Специальных знаний от игроков не потребуется. Большинство вопросов по отдельности вполне можно было бы задать на любом нетематическом турнире. Аналогом кубка Ржевского данный турнир не является.<br>Впрочем, вопросы не очень простые. Ссылки на вопросы прошлых турниров есть тут: http://chgk.livejournal.com/2697895.html<br><br>Стоимость участия – 250 рублей с человека. За это в вашем распоряжении будут безлимитные чай-кофе-какао-печеньки-конфеты на протяжении всей игры. Никаких дополнительных сборов с команды нет.<br><br>Играем в воскресенье 9 ноября. Регистрация с 11:30, первый вопрос – в 12:00. Всего 3 тура по 12 вопросов.<br><br>Подробности о месте проведения: https://vk.com/zdver",11,3,1
58226869,Компьютерное «Что? Где? Когда?» в Пятнице 16.09,"Привет!<br><br>В ближайший понедельник мы поучаствуем в традиционном турнире на компьютерную тематику – IT-Кубке. Все вопросы будут так или иначе связаны с компьютерами: однако не предполагается никаких специальных знаний об играх, и заметного преимущества вам не дадут даже годы, проведенные возле железного друга. Главное – думать и слушать сокомандников.<br><br>Собирайте команды, регистрируйтесь в теме чуть ниже и приходите!<br>Регистрация команд – с 19:25, первый вопрос планируем задать в 19:40. Сыграем три тура по 16 вопросов.<br><br>Будет действовать обычный наш тариф (2 руб/мин первый час, 1 руб/мин дальше), плюс по 90 рублей с каждой команды составителям пакета. Чай-кофе-печеньки – как всегда, бесплатно. Подробнее о месте игры: http://vk.com/fridaytc<br><br>У кого нет команды – тоже отмечайтесь в теме ниже. Время найти других желающих ещё есть.<br><br>Подробнее о самом турнире: http://u3.org.ua/it-kubok/2013/anons<br>Вопросы прошлогоднего IT-Кубка: http://db.chgk.info/tour/it-cup12",11,1,1
71134036,ЧГК на спортивную тематику в Зелёной двери,"Продолжаем наши тематические игры.<br><br>В этот раз это знакомый всем, хоть и в разной степени, спорт. Во всех его проявлениях.<br><br>В большинстве команд найдутся хотя бы один-два человека, следящих за событиями в нём, а то и больше: а остальные смогут проверить, что даже в мало знакомой теме приносят пользу логическими рассуждениями и работой с текстом вопросов.<br><br>И больше никаких очередей на выход! Для нас теперь будет действовать простой тариф – 200 рублей с человека за всё (если не остаётесь в Зелёной двери на ночь или что-то в этом стиле), плюс по 200 рублей с каждой команды редакторам турнира. Как всегда, безлимитные чай-кофе-печеньки-конфеты.<br>Вход для нас тоже откроют свой – дверь справа от зелёных ворот. Если не найдёте, заходите как обычно, на ресепшене всё объяснят. Зал прежний.<br><br>Четверг 15 мая, регистрация с 19:30, первый вопрос в 19:50.<br><br>Собирайте команды, регистрируйтесь ниже и приходите!<br><br>Заодно попробуйте угадать, кто изображён на фотографии лицом к фотографу.",10,4,1
73204361,Июньское Что-Где-Когда в Зелёной двери,"Друзья, в последний день июня приходите в Зелёную дверь играть в ""Что? Где? Когда?"".<br><br>Сыграем вопросы синхрона ""Пылающий июнь"". Общей тематики нет, разномастные редакторы - игра обещает быть жаркой! <br><br>Пакет из 3 туров по 14 вопросов. Первый вопрос планируем задать в 19:45, закончить - в районе 22 часов. Подходить на регистрацию можно к 19:30.<br><br>Тариф простой: 200 рублей с игрока в копилку Зелёной двери плюс 280 рублей с команды составителям пакета и ведущему. С нас, соответственно, вопросы, раздатки, чай-кофе-какао-печеньки-конфеты.<br><br>Собирайте команды, регистрируйтесь ниже и приходите играть в старый Новый зал Зелёной двери!",9,4,1
56511011,Пляжное ЧГК с друзьями на свежем воздухе,"Привет! Ты тоже почему-то в середине августа будешь в Москве?<br><br>Если да – давайте поиграем в четверг 15 августа в что-где-когда в необычном, «пляжном» формате: команды из (не больше чем) трёх игроков. Так играть должно быть интереснее – мешать друг другу будем меньше обычного. Подробнее о формате и турнире: https://sites.google.com/site/chgkbeach/home/about<br><br>Если с погодой будет хорошо, играть будем в одной минуте от м. Чертановская на травке в тени приятных деревьев: http://maps.yandex.ru/-/CVVtiHm~<br><br>Собирайте команды, записывайтесь в теме здесь чуть ниже (и если команды нет, а играть хочешь – тоже записывайся), берите полторы-две пенки – и приходите!<br><br>15 августа, начало в 19:15. Взнос составляет 50 рублей с человека. Для команд, целиком состоящих из школьников, участие бесплатно. Вопросы непростые, хоть и проще «серьёзного» ЧГК: вопросы прошлого турнира см. на http://db.chgk.info/tour/plyazh11<br><br>Не опаздывайте – а то станет темно.)",9,1,1
66860941,Истории о звуках – в воздухе и в языках мира,"Бывают ли языки, где совсем нет гласных? Может ли человеческий язык звучать так, как стрекочут кузнечики и поют птицы? Сколько разных звуков может произнести человек? А услышать? Почему одни и те же звуки мы слышим по-разному, а разные звуки - одинаково? Как слышат наш язык иностранцы и откуда берётся акцент? Чем уникален звучащий русский язык? Зачем исправляют звуки детям? Вопросов, на которые может ответить фонетика - раздел лингвистики, изучающий звучащую речь - бесконечное множество. На лекции участники смогут понаблюдать за самими собой и ответить хотя бы на часть из них.<br>Лектор - Инна Зибер",7,1,1
90216259,Игра престолов,,7,1,1
